xHead	yHead	tHead	xTail	yTail	tTail	xBody	yBody	tBody	curvature	areaBody	perimeterBody	headMajorAxisLength	headMinorAxisLength	headExcentricity	tailMajorAxisLength	tailMinorAxisLength	tailExcentricity	bodyMajorAxisLength	bodyMinorAxisLength	bodyExcentricity	imageNumber	id
1030.33	934.969	5.70023	1013.92	914.35	5.28964	1022.82	925.529	5.39132	0.000955863	1285	156.167	16.5641	14.6705	0.464289	16.5016	12.9588	0.619108	30.9712	14.0146	0.891762	231	0
2665.48	947.105	5.10426	2656.02	919.48	4.98545	2661.13	934.417	5.04165	0.000511697	1172	166.853	17.8694	12.4749	0.715985	18.7208	10.7182	0.819886	34.3456	11.7033	0.940154	231	52
1281.87	2153.24	2.68157	1316.84	2175.44	2.52105	1297.71	2163.3	2.57483	0.000835615	1291	278.049	21.5448	12.4262	0.816912	29.6303	8.28391	0.960124	48.454	10.8619	0.97455	231	56
1680.91	1204.68	4.93903	1678.04	1175.89	4.72358	1679.57	1191.22	4.81347	0.000605652	1226	158.569	17.4584	12.9935	0.667894	17.7657	11.5296	0.760806	33.7799	12.3777	0.930449	231	58
1461.52	820.073	4.14587	1479.95	792.529	4.151	1470.57	806.55	4.12793	3.91389e-06	1143	172.167	19.8796	10.277	0.856009	19.2736	10.1978	0.848555	38.4772	10.2116	0.96414	231	61
2301.01	1919.65	3.52919	2330.37	1909.03	3.44344	2315.64	1914.36	3.48439	1.24542e-05	1157.5	251.522	17.1505	12.2593	0.699323	21.8349	10.7583	0.870193	36.8668	11.5263	0.949869	231	62
1670.97	1945.69	4.1974	1691.81	1911.16	4.08125	1680.99	1929.09	4.16372	3.77713e-05	1797.5	226.35	24.6551	13.184	0.845019	24.3052	12.5077	0.857424	47.128	12.9084	0.961758	231	63
652.002	1660.44	2.45613	669.52	1684.46	2.14517	660.916	1672.66	2.21446	0.000757134	507.5	169.924	15.4447	6.51278	0.906743	17.94	5.60957	0.949857	34.0118	6.52517	0.981424	231	65
1023.46	928.109	5.86738	1005.6	909.301	5.39724	1015.04	919.231	5.48167	0.000802815	1271.5	153.095	16.2283	14.507	0.448198	16.4317	13.2227	0.593675	30.517	14.0507	0.8877	232	0
2663.25	942.423	5.39389	2647.47	919.793	5.25983	2656.19	932.296	5.31871	0.000193609	1065	203.966	16.5846	12.7016	0.642998	19.2878	11.5049	0.802622	32.7108	12.1879	0.927994	232	52
1297.11	2164.01	2.75722	1321.91	2177.92	2.58502	1309.6	2171.02	2.6332	0.000582788	1025	230.936	17.4287	11.7233	0.739966	21.1925	10.8024	0.860335	34.4135	11.3096	0.944455	232	56
1677.97	1171.81	4.96521	1675.83	1143.61	4.65827	1676.95	1158.36	4.79112	0.000460561	1166	155.74	17.3042	12.3508	0.700405	17.4313	11.4319	0.754913	33.091	12.052	0.931318	232	58
1463.45	820.725	1.11813	1446.21	848.018	0.90058	1454.9	834.246	1.00158	9.83874e-05	1115.5	176.894	18.3258	10.8063	0.80764	21.7425	9.49511	0.899603	37.9695	10.3148	0.962393	232	61
2329.37	1910.23	3.60279	2358.81	1899.38	3.44265	2344.58	1904.62	3.49495	2.01427e-05	1070.5	270.693	17.6386	11.766	0.745002	20.5011	10.5196	0.858314	36.7213	11.1715	0.9526	232	62
1680.09	1927.59	4.29713	1697.43	1891.06	4.187	1688.34	1910.21	4.26388	3.85273e-05	1767.5	225.38	24.3571	13.1957	0.840534	24.2116	12.1933	0.863927	47.1043	12.764	0.962587	232	63
673.612	1689.89	2.3477	689.232	1712.22	2.2738	681.357	1700.97	2.2099	8.08186e-05	523	181.823	14.2326	7.40512	0.853987	19.8821	6.4151	0.946516	32.2209	7.08723	0.975509	232	65
1016.99	922.668	6.10253	998.101	906.065	5.48906	1008	914.762	5.57133	0.000804901	1233	148.024	15.7005	14.4164	0.396084	16.1538	13.2217	0.574524	29.6492	14.0343	0.880877	233	0
2658.3	936.613	5.67869	2638.01	919.302	5.534	2648.79	928.504	5.57686	8.14119e-05	1107	152.51	15.7516	13.0331	0.561595	17.7565	10.9303	0.788086	31.4274	12.088	0.92307	233	52
1312.99	2175.79	2.89053	1333.72	2183.41	2.73199	1323.77	2179.75	2.78749	0.000216285	708.5	160.468	13.1637	10.3102	0.621734	15.472	9.44632	0.791984	26.3437	9.86456	0.927244	233	56
1678.15	1139.65	4.81145	1678.02	1111.67	4.6004	1678.09	1126.64	4.70945	0.000368065	1164	160.711	16.5489	13.2541	0.598792	18.5709	10.8477	0.811664	32.9108	12.2298	0.928391	233	58
1445.29	849.886	1.08222	1428.51	877.721	0.886762	1436.75	864.052	1.01691	7.97836e-05	1179.5	177.581	19.1725	10.7038	0.829646	20.4477	10.5252	0.857349	38.0173	10.7399	0.959267	233	61
2356.27	1901.62	3.56497	2382.99	1888.4	3.53614	2369.22	1895.22	3.59	5.47226e-06	960.5	207.581	16.16	11.1467	0.724028	20.3197	9.56617	0.882249	34.9454	10.4099	0.9546	233	62
1687.82	1908.24	4.38147	1702.42	1870.24	4.26203	1694.9	1889.82	4.34046	4.91488e-05	1715	221.823	24.0737	12.7069	0.849349	24.5085	11.9132	0.873913	47.3606	12.3715	0.96528	233	63
695.822	1719.01	2.36501	714.408	1740.42	2.24039	705.346	1729.99	2.28726	0.000164871	578.5	162.752	14.7611	7.52162	0.860437	16.4391	6.72164	0.912587	32.3783	7.11987	0.975523	233	65
1009.9	917.95	0.122589	990.037	903.482	5.59706	1000.46	911.082	5.66122	0.00086632	1214	146.024	15.3829	14.5017	0.333603	15.8676	13.2827	0.547052	28.9744	14.1428	0.87278	234	0
2650.86	931.765	5.86035	2628.36	919.285	5.73941	2640.67	926.113	5.77725	5.00063e-05	1073.5	147.782	15.523	13.2125	0.524915	16.6584	10.8924	0.756608	30.2164	12.2018	0.914841	234	52
1326.32	2186.76	3.50447	1341.51	2187.38	2.92654	1334.33	2187.09	3.09318	0.000315744	238.5	97.0122	8.48147	5.51128	0.760103	11.2625	4.88833	0.900895	18.0446	5.56752	0.951211	234	56
1681.71	1107.15	4.5061	1685.62	1079.49	4.64607	1683.54	1094.19	4.5759	0.000654857	1283	166.024	16.8097	14.2677	0.528756	18.1747	12.0879	0.746759	32.878	13.2897	0.914666	234	58
1409.37	905.151	4.12962	1427	877.033	4.1796	1417.87	891.589	4.15272	3.94573e-05	1197.5	171.238	20.2358	10.6857	0.849207	19.0762	10.5686	0.832504	38.5494	10.6116	0.961366	234	61
2380.93	1890.8	3.81992	2406.44	1875.8	3.72191	2393.87	1883.19	3.689	1.66006e-05	952	199.137	15.9443	10.7098	0.74082	18.9003	9.38963	0.867866	34.3477	10.1098	0.955701	234	62
1694.58	1887.15	4.44692	1706.46	1848.69	4.33583	1700.28	1868.71	4.40868	7.34495e-05	1631	216.51	24.0473	12.2585	0.860314	23.8323	11.4997	0.875881	46.7904	11.9325	0.966936	234	63
719.94	1742.42	2.68138	741.178	1759.35	2.32216	729.934	1750.38	2.45119	0.00137087	644	160.51	13.8343	8.996	0.759705	21.4788	6.27357	0.956393	32.3741	8.20221	0.967373	234	65
375.423	1371.5	0.38699	353.827	1376.76	5.76923	365.779	1373.84	0.196458	0.000497914	508	234.652	14.2758	8.62897	0.796647	20.0382	15.7836	0.616093	27.3412	13.5674	0.868192	234	66
1001.46	913.246	0.266258	980.818	900.763	5.58132	991.703	907.349	5.74227	0.000856	1175.5	145.439	15.1034	14.3335	0.315194	15.1717	13.1589	0.497729	28.3163	14.0081	0.869063	235	0
2642.84	928.295	6.17247	2619.61	920.127	5.88187	2632.02	924.491	5.94451	0.000189701	1038	142.711	14.5521	13.3318	0.400858	16.3843	10.9897	0.741687	28.9727	12.319	0.905102	235	52
1687.39	1073.87	4.38835	1692.36	1045.28	4.6686	1689.73	1060.39	4.54188	0.000563418	1265.5	168.61	17.4586	13.3717	0.642944	18.1782	11.7893	0.761183	33.9464	12.7414	0.926888	235	58
1408.33	904.16	1.01374	1392.4	932.528	1.05101	1400.53	918.059	1.05404	3.0304e-05	1105	179.823	18.3357	10.8792	0.804957	20.734	9.33954	0.892804	37.9426	10.129	0.963709	235	61
2404.61	1877.5	3.93189	2430.03	1858.56	3.7353	2417.42	1867.95	3.78432	2.872e-05	996.5	181.238	16.3698	10.9028	0.745924	19.498	9.17153	0.882462	36.4373	10.1269	0.960603	235	62
1700.36	1865.57	4.53549	1709.83	1826.19	4.39548	1704.9	1846.67	4.47388	8.93894e-05	1595.5	204.953	23.666	12.103	0.859338	24.1571	11.0804	0.8886	46.9635	11.6881	0.968535	235	63
749.928	1767.41	2.54032	772.395	1783.04	2.38599	760.963	1775.08	2.51238	0.000283988	752.5	157.095	14.6394	9.48719	0.761589	18.596	7.51932	0.914604	32.0153	8.69296	0.962431	235	65
408.947	1367.69	0.4082	381.546	1372.42	1.25864	396.875	1369.78	0.195549	0.0010706	524	301.764	15.632	10.9572	0.713212	19.0898	18.4685	0.253047	32.3728	15.1057	0.884459	235	66
993.487	909.354	0.0924686	972.415	899.136	5.6836	983.775	904.643	5.84073	0.000910419	1134	142.368	15.1352	14.1645	0.352345	14.2004	13.2826	0.353671	27.5073	13.8948	0.863042	236	0
2633.59	925.854	0.0122455	2609.48	920.981	5.93962	2622.68	923.649	6.0806	0.000417881	1022.5	141.154	15.0093	13.0423	0.494905	15.7643	10.8855	0.72332	28.8511	12.1906	0.906346	236	52
1691.31	1040.39	4.4655	1694.27	1011.08	4.71985	1692.67	1026.91	4.60956	0.000584887	1161.5	165.782	17.9195	12.2364	0.730558	18.2504	10.62	0.813258	34.4261	11.6285	0.941225	236	58
1391.73	932.21	1.01241	1375.86	960.381	1.20163	1383.52	946.78	1.07216	0.000281605	1164.5	170.752	18.7135	10.5886	0.824525	20.8816	10.3496	0.868531	37.8699	10.5976	0.960046	236	61
2426.84	1861.45	3.89494	2451.16	1841.05	3.84494	2438.8	1851.42	3.84365	1.06507e-05	1069	212.652	16.7193	11.68	0.715515	22.1991	9.70575	0.899358	37.2973	10.7327	0.957702	236	62
1705.48	1843.17	4.58298	1712.64	1803.58	4.44412	1708.87	1824.41	4.52889	0.000110676	1553	201.882	22.9965	12.2348	0.846726	23.9884	10.6973	0.895065	46.4937	11.598	0.968387	236	63
776.971	1787.99	2.7491	800.438	1803.6	2.33295	788.114	1795.4	2.52953	0.00118563	671	182.652	13.5028	9.72557	0.6937	19.353	6.98211	0.932652	32.5042	8.98068	0.961074	236	65
442.295	1366.94	0.257897	413.027	1368.27	0.085928	428.614	1367.56	0.0681275	5.40997e-05	762.5	360.492	18.6589	12.6062	0.737254	19.0408	16.7078	0.479626	34.7154	14.7805	0.904835	236	66
987.963	906.982	0.124805	965.605	900.328	5.98859	977.608	903.898	6.00053	0.00109442	1136	141.882	15.0119	14.3535	0.292897	14.3019	13.357	0.357445	27.468	13.9375	0.861705	237	0
2623.43	924.51	0.0979453	2599.24	921.625	6.01986	2612.31	923.184	6.16107	0.000232444	1028.5	139.497	14.8824	13.0871	0.476143	15.6922	11.1972	0.700598	28.6182	12.3246	0.902516	237	52
1691.09	1005.96	4.69103	1691.52	977.312	4.78073	1691.29	992.542	4.70519	0.000351701	1212.5	163.296	17.3025	13.0579	0.65609	18.4219	11.4456	0.783572	33.6894	12.34	0.930502	237	58
1360.58	989.538	4.24405	1377.03	960.994	4.21869	1368.53	975.735	4.1985	1.97096e-05	1187	172.167	19.9588	10.7838	0.841469	19.0317	10.5673	0.831686	38.2621	10.6692	0.960336	237	61
2449.53	1842.6	3.87152	2476.01	1822.25	3.8393	2462.76	1832.44	3.80764	6.90671e-06	1176	232.25	17.7615	11.7852	0.748156	22.8798	10.3984	0.890756	39.1788	11.1056	0.958985	237	62
1710.08	1819.49	4.59568	1715.29	1780.07	4.47649	1712.47	1801.4	4.57091	0.000109703	1520.5	202.468	22.6766	12.5155	0.833901	24.0053	10.1936	0.905364	45.9318	11.5743	0.96773	237	63
802.877	1808.62	2.46456	821.517	1825.18	2.33733	812.104	1816.82	2.40547	0.000186051	607.5	178.409	13.286	9.32775	0.712102	17.7806	7.12822	0.916123	29.4335	8.31573	0.95926	237	65
480.194	1366.5	0.211892	450.239	1366.36	6.25004	466.657	1366.44	0.00883253	5.07055e-05	901.5	289.095	16.8079	11.9515	0.703124	21.5359	17.5928	0.576768	35.343	14.854	0.907394	237	66
983.277	905.406	6.22448	959.188	900.94	6.06843	971.787	903.278	6.10058	0.000280204	1200.5	147.296	15.3111	14.5463	0.312106	15.5441	13.3822	0.50875	28.9114	13.9856	0.875212	238	0
2609.65	923.112	0.144483	2584.37	922.144	6.01858	2597.99	922.667	6.233	0.000181163	1054	144.569	15.1408	13.1162	0.49955	16.0907	10.9062	0.735255	29.5661	12.2896	0.909518	238	52
1689.08	972.767	4.91357	1685.96	943.995	4.7563	1687.65	959.553	4.82012	0.000737161	1343.5	167.296	17.4359	14.4179	0.562342	17.895	12.3651	0.722875	33.7956	13.5172	0.916529	238	58
1362.42	988.964	1.09489	1346.14	1017.72	1.04259	1354.31	1003.29	1.05738	3.39386e-05	1101.5	180.409	18.6962	10.3902	0.831357	20.3664	9.58242	0.882399	38.384	9.97445	0.965646	238	61
2475.83	1822.87	3.84664	2507.01	1801.82	3.66509	2491.38	1812.37	3.7358	2.55037e-05	1212	211.137	19.3752	10.9653	0.824443	22.0327	9.96547	0.891864	42.9097	10.5655	0.969212	238	62
1714.05	1795.17	4.5855	1717.46	1756.9	4.54887	1715.61	1777.63	4.61081	5.52966e-05	1498	199.054	22.1483	12.7509	0.817655	24.6771	10.1064	0.912289	44.821	11.6392	0.965694	238	63
827.226	1831.85	2.44892	843.981	1852.56	2.21161	835.174	1841.66	2.26062	0.000438832	532.5	170.409	14.2861	8.09714	0.823867	17.505	6.52553	0.92792	30.9549	7.52866	0.969973	238	65
480.938	1367.1	2.91861	513.215	1368.43	3.21047	497.501	1367.78	3.10409	7.03835e-05	1428.5	197.64	18.0268	14.1776	0.61763	20.7302	12.4619	0.799137	37.6447	13.4369	0.934128	238	66
975.245	904.974	0.0292691	949.94	900.589	6.05043	963.585	902.953	6.11603	0.000733902	1259.5	152.468	16.3228	14.6595	0.439799	15.9391	13.2528	0.55558	30.2375	14.0471	0.885541	239	0
2591.74	921.856	0.154926	2566.19	922.118	6.1188	2579.59	921.981	0.00347829	7.92194e-05	1067.5	144.326	15.4098	12.7648	0.560194	16.1057	11.3658	0.708512	29.9269	12.1873	0.913324	239	52
1685.46	939.16	4.94812	1682.9	909.704	4.65402	1684.28	925.541	4.79901	0.000520756	1305.5	167.296	18.0685	13.499	0.664712	17.8511	12.0143	0.739615	34.4697	12.941	0.926851	239	58
1347.92	1016.75	1.15866	1331.97	1044.09	0.903441	1339.77	1030.72	1.03345	0.000103861	1142.5	172.409	18.131	10.8448	0.801395	20.8523	10.0778	0.875459	37.138	10.6439	0.958049	239	61
2505.31	1805.01	3.75163	2536.31	1787.11	3.60461	2520.49	1796.23	3.66534	2.03391e-05	1099.5	251.522	19.6556	10.5031	0.845257	22.2384	9.29407	0.90848	41.4322	9.98891	0.970503	239	62
1717.2	1770.51	4.58691	1718.95	1733.71	4.66052	1718.01	1753.56	4.65699	0.000515552	1492	195.882	21.7399	12.9514	0.803175	24.6388	10.6178	0.902381	43.378	11.9444	0.961342	239	63
847.283	1857.08	2.4684	863.04	1877.89	2.29123	855.037	1867.32	2.24875	0.000287922	568	179.823	13.8985	8.04388	0.8155	18.6693	6.92671	0.928624	30.7701	7.71971	0.968017	239	65
551.095	1371.04	0.0371248	517.364	1367.52	6.0643	534.49	1369.31	6.18587	0.000776919	1308.5	288.894	19.9056	12.5001	0.77824	19.6884	15.5281	0.614783	39.2131	14.1668	0.932459	239	67
965.562	904.545	0.000731023	939.659	900.668	6.12155	953.653	902.763	6.14021	0.000808094	1288	156.711	16.6271	14.7381	0.462934	16.1046	13.2968	0.564183	30.8027	14.0948	0.889167	240	0
2573.21	920.511	0.166922	2546.63	922.043	6.16111	2560.5	921.245	0.0489476	4.83878e-05	1104.5	148.811	15.8429	12.6999	0.597845	16.5371	11.3639	0.726494	31.0786	12.1625	0.920244	240	52
1685.38	906.334	4.8319	1685.1	876.701	4.53055	1685.26	892.7	4.71145	0.000411425	1266.5	166.468	17.5957	13.455	0.644418	18.3517	11.2484	0.790134	34.5032	12.6548	0.930311	240	58
1331.72	1043.35	1.109	1315.95	1071.46	0.949389	1323.57	1057.86	1.05128	8.32393e-05	1222.5	170.752	18.7701	11.0559	0.808121	20.2012	11.0283	0.837837	37.6286	11.1059	0.955452	240	61
2534.29	1788.44	3.73839	2568.38	1775.05	3.40656	2551.09	1781.84	3.51798	2.73038e-05	1077.5	216.551	18.9064	10.2045	0.841832	22.9897	8.61878	0.927067	42.1123	9.88594	0.972055	240	62
1719.02	1745.52	4.57775	1720.19	1709.89	4.75885	1719.56	1728.97	4.68094	0.000385696	1498.5	195.296	21.5042	13.1669	0.790628	24.3312	11.0506	0.890913	42.2198	12.3295	0.956409	240	63
869.958	1885.94	2.49719	890.817	1908.31	2.23949	880.004	1896.71	2.32343	0.00054678	606	156.853	14.9611	7.88022	0.850043	18.3388	6.07008	0.943632	34.7642	7.26552	0.977917	240	65
551.549	1369.6	2.98667	585.922	1373.56	3.09815	568.633	1371.57	3.03367	3.19016e-05	1508	262.024	20.4725	16.0636	0.61995	22.6275	12.1188	0.844486	40.7526	14.2503	0.93687	240	67
956.548	904.567	6.24628	930.183	900.407	6.12403	944.091	902.603	6.13173	0.00026464	1316	157.054	16.7391	14.6966	0.478702	16.5989	13.4244	0.588148	31.4199	14.1033	0.893599	241	0
2554.83	919.766	0.171469	2527.54	921.31	6.16526	2542.12	920.486	0.0513216	4.92989e-05	1105	148.083	16.6088	12.4185	0.664031	16.493	11.0543	0.742142	31.8427	11.8978	0.927573	241	52
1688.45	874.507	4.59125	1690.86	845.738	4.64804	1689.56	861.245	4.62851	0.000413379	1320.5	164.811	17.4111	14.2135	0.577564	18.3134	12.11	0.750155	33.8471	13.2662	0.919988	241	58
1315.88	1069.01	1.11119	1300.42	1098.29	1.03763	1307.92	1084.08	1.08154	4.18517e-05	1180.5	169.924	18.5046	10.7604	0.81355	20.3839	10.3835	0.860532	38.3951	10.5563	0.961462	241	61
2562.92	1778.22	3.58785	2593.57	1767.1	3.41899	2578.48	1772.57	3.48515	1.80538e-05	1133.5	205.581	17.857	11.187	0.77944	23.0581	9.81582	0.904865	38.5604	10.5754	0.961657	241	62
1720.46	1719.72	4.57391	1721.66	1684.73	4.80517	1721.02	1703.44	4.68233	0.000353307	1515	191.397	21.6794	13.1362	0.795517	22.995	11.628	0.862724	41.3641	12.614	0.952368	241	63
896.204	1912.55	2.61875	916.333	1929.54	2.28864	905.835	1920.69	2.42462	0.00103349	565	168.995	14.0563	7.8946	0.82738	20.4219	6.13952	0.953739	31.4576	7.48195	0.971304	241	65
587.387	1371.32	3.12966	623.348	1374.99	3.05028	605.768	1373.2	3.04539	0.000418651	1376	325.137	21.2567	17.1622	0.590035	22.5877	12.6493	0.828488	42.2672	15.0228	0.934705	241	67
946.872	904.265	6.20605	920.247	899.387	6.10099	934.451	901.99	6.10756	0.000147005	1337	159.054	17.2838	14.6465	0.530934	16.7276	13.4702	0.592914	31.9102	14.1018	0.897054	242	0
2537.24	918.533	0.158967	2509.14	919.901	6.19858	2524.11	919.173	0.045123	2.99904e-05	1096	150.083	16.6011	12.1906	0.678799	16.9892	10.6928	0.777093	32.6601	11.5816	0.935014	242	52
1692.6	843.379	4.40311	1697.02	814.082	4.67196	1694.69	829.498	4.56199	0.000587455	1383.5	164.811	17.8412	14.12	0.611266	18.4537	12.6799	0.726542	34.6598	13.5271	0.920695	242	58
1299.81	1095.87	1.05307	1286.14	1124.51	1.17415	1293.04	1110.05	1.12681	0.000133239	1134	168.853	18.0093	11.1809	0.783937	21.3206	9.65967	0.891476	37.3366	10.4695	0.959881	242	61
2591.18	1768.8	3.57325	2625.55	1759.22	3.40913	2608.8	1763.89	3.42593	1.79006e-05	1081.5	230.551	19.4591	10.1414	0.853457	22.3899	9.79629	0.899203	41.3474	10.093	0.969749	242	62
1721.32	1697.3	4.56363	1723.86	1662.72	4.8053	1722.55	1680.53	4.65011	0.000327076	1537.5	191.782	21.2171	13.1038	0.786489	22.2013	12.2631	0.833605	40.828	12.8743	0.948982	242	63
924.94	1937.28	2.61137	947.428	1952.52	2.38347	935.942	1944.74	2.52724	0.000666333	646.5	172.267	14.9933	8.33565	0.83121	18.7788	6.95404	0.928907	31.9149	7.89065	0.968954	242	65
623.862	1373.07	3.16799	659.699	1374.91	3.03024	642.578	1374.03	3.08707	0.00118396	1446	346.451	21.5452	17.3605	0.592231	22.7594	12.9384	0.822693	42.1378	15.227	0.932426	242	67
1012.46	195.416	2.50173	1027.68	211.653	2.32234	1020.54	204.032	2.34805	0.000275561	342.5	159.581	15.7905	5.30946	0.941775	17.0381	6.03173	0.93524	27.5606	5.88911	0.976904	242	68
939.78	904.08	6.19748	913.32	898.633	6.05418	927.292	901.51	6.08507	0.000229936	1332.5	157.296	17.146	14.4964	0.534023	16.6623	13.5745	0.579912	31.8205	14.0699	0.896933	243	0
2518.12	916.712	0.0711161	2490.11	917.364	6.18524	2505.45	917.007	0.0152323	5.6111e-05	1076.5	154.811	16.7002	12.3296	0.674483	17.3231	10.1251	0.811404	32.6136	11.4138	0.93676	243	52
1696.46	811.611	4.43285	1700.4	782.179	4.68823	1698.29	797.98	4.5769	0.000588328	1293.5	166.125	18.1777	13.2856	0.682513	18.0389	11.8532	0.753813	34.6654	12.7248	0.930191	243	58
1285.7	1124.59	1.05529	1271.92	1152.94	1.25228	1278.62	1139.15	1.1306	0.000326995	1187.5	168.267	18.1198	11.2054	0.78586	20.7149	10.6455	0.857848	36.9962	11.0313	0.954511	243	61
2620.86	1761.99	3.56972	2656.42	1750.68	3.36629	2638.64	1756.34	3.44956	1.81071e-05	1091.5	268.693	20.0572	10.2776	0.858738	22.7792	9.50832	0.908717	42.9965	10.048	0.97231	243	62
1723.29	1677.12	4.48986	1727.76	1643.41	4.77125	1725.44	1660.9	4.58904	0.000358369	1550	189.196	21.0085	13.3616	0.771684	20.8068	12.7903	0.788748	39.8192	13.2792	0.942755	243	63
954.022	1956.85	2.80486	977.379	1973.82	2.30376	965.64	1965.28	2.51106	0.000761861	437	170.995	14.8238	5.77102	0.921108	17.6204	5.49153	0.950194	32.8958	6.69452	0.979073	243	65
1046.54	234.919	5.29255	1027.81	206.924	5.30514	1037.9	222.004	5.30182	3.09192e-05	663.5	282.978	17.4732	8.98281	0.857736	21.435	11.1692	0.853513	38.776	10.019	0.966043	243	68
696.971	1373.21	6.2012	661.622	1373.88	0.0551985	679.966	1373.53	0.00955353	6.02417e-05	1535	352.593	22.7743	13.1851	0.815366	22.2556	16.944	0.64836	41.8657	15.1425	0.932297	243	69
933.329	903.674	6.18588	907.261	898.562	6.07467	920.779	901.212	6.09342	0.000150078	1309.5	158.125	16.739	14.4141	0.508419	16.5245	13.6749	0.561392	31.3104	14.0522	0.893631	244	0
2500.56	914.579	0.0294738	2473.21	914.61	6.26085	2488.07	914.593	3.4024e-05	8.87987e-06	1076.5	152.811	15.9142	12.7998	0.594225	17.9116	10.2786	0.81896	32.0264	11.6751	0.931185	244	52
1698.08	780.451	4.54253	1701.02	751.477	4.74601	1699.41	767.353	4.6207	0.000588955	1243.5	164.468	17.2953	13.7293	0.608159	18.6573	11.0004	0.807694	34.045	12.6224	0.92873	244	58
1272.33	1154.62	1.08689	1258.36	1183.56	1.19038	1265.13	1169.54	1.12578	0.000106522	1158	167.681	18.3734	10.6608	0.814453	19.8464	10.5794	0.846075	37.3743	10.6258	0.958733	244	61
2648.14	1754.76	3.53061	2678.12	1741.41	3.58932	2662.78	1748.24	3.5636	1.20571e-05	989.5	195.924	17.4823	10.4198	0.802969	24.3337	8.27772	0.940362	39.0114	9.41823	0.97042	244	62
1726.02	1655.56	4.44859	1732.42	1622.27	4.70159	1729.08	1639.62	4.53011	0.000468849	1553	188.853	20.742	13.5389	0.757592	20.2267	12.998	0.76619	39.532	13.4165	0.940648	244	63
979.346	1979.14	2.62851	1000.26	1994.98	2.31187	988.88	1986.37	2.46944	0.000979526	438.5	147.924	12.9846	7.17445	0.83349	20.0384	4.46296	0.974882	30.8464	6.53094	0.977329	244	65
1042.48	224.19	2.23093	1055.82	258.076	1.74459	1049.07	240.919	1.94452	0.000971908	504.5	268.35	21.0286	9.25037	0.89805	23.7686	6.23604	0.964969	42.4742	9.29996	0.975735	244	68
696.683	1373.16	3.27381	732.906	1369.93	3.13816	714.928	1371.54	3.22256	2.42198e-06	1764	242.51	21.3611	15.6153	0.682359	23.669	13.4646	0.822426	42.7646	14.6082	0.939847	244	69
926.639	903.611	6.15282	900.699	898.054	6.04211	914.572	901.026	6.07535	0.000155545	1295.5	155.64	17.0257	14.4264	0.531062	16.138	13.4163	0.555756	31.2326	13.9525	0.89467	245	0
2482.28	912.744	6.18557	2455.29	912.382	0.0337826	2469.63	912.575	6.27015	8.7824e-06	1083.5	156.326	16.0367	12.6936	0.611123	17.9462	10.6346	0.805511	31.8098	11.7635	0.929108	245	52
1698.17	748.784	4.84551	1697.83	720.194	4.65879	1698	735.485	4.72396	0.000542762	1306	161.397	17.1325	14.1337	0.565184	18.3362	12.0664	0.752962	33.541	13.26	0.918536	245	58
1259.56	1184.33	1.15255	1245.18	1211.86	1.06349	1252.27	1198.29	1.09087	5.20158e-05	1084	165.338	17.6581	10.6605	0.7972	20.4293	9.73307	0.879213	36.4555	10.1893	0.960146	245	61
2676.66	1743.35	3.70093	2708.52	1728.03	3.64107	2692.79	1735.6	3.60518	9.81138e-06	977	214.309	18.1024	9.8026	0.840695	23.1218	8.33711	0.932731	40.9693	9.14721	0.974757	245	62
1729.8	1634.07	4.41435	1738.03	1600.6	4.62504	1733.8	1617.78	4.47854	0.000598449	1586.5	188.267	20.6576	13.619	0.751903	20.3046	13.2621	0.757222	40.0312	13.5334	0.94112	245	63
1005.17	2003.92	2.58647	1023.52	2025.33	2.16608	1013.78	2013.98	2.2911	0.00100081	424	187.48	14.5021	6.64453	0.888861	17.7319	7.57706	0.904104	32.2977	7.72403	0.970982	245	65
1058.55	283.326	4.90893	1052.02	249.907	5.07187	1055.54	267.912	4.9234	0.000886669	864	243.137	20.206	8.97293	0.895991	20.6742	8.94276	0.901607	39.5587	9.14179	0.972931	245	68
730.836	1370.07	3.32281	768.42	1364.9	3.20157	749.747	1367.47	3.2728	2.415e-05	1844	206.368	21.5027	14.6975	0.729931	24.0806	13.4931	0.828268	44.2537	14.1298	0.947657	245	69
921.031	903.461	6.20683	895.343	897.474	6.03274	908.804	900.613	6.05644	0.000352477	1049	266.309	15.9418	14.9548	0.346393	17.6842	15.2364	0.507612	31.2281	15.0807	0.875665	246	0
2462.96	911.215	6.15974	2435.67	909.367	6.27689	2450.53	910.373	6.21743	1.40829e-06	1090	152.569	16.5922	12.498	0.657737	17.2983	10.6064	0.789971	32.0647	11.6674	0.93145	246	52
1697.21	716.931	4.91113	1695.8	687.626	4.63288	1696.55	703.256	4.76025	0.000555889	1326.5	162.811	17.8098	13.7759	0.633796	18.0731	12.2381	0.735851	34.2763	13.1647	0.923302	246	58
1244.95	1213.84	1.1191	1230.34	1241.33	0.96543	1237.4	1228.03	1.07012	7.00425e-05	1129.5	167.924	17.8772	10.8289	0.795663	20.4352	10.2419	0.865338	36.5436	10.604	0.956974	246	61
2703.46	1730.41	3.78325	2734.59	1712.66	3.6088	2719.21	1721.42	3.66292	2.18663e-05	845	227.622	18.1399	9.13086	0.864077	21.1968	7.59734	0.933561	40.8971	8.49005	0.978215	246	62
